,Open Bid_x,Open Bid_y,Long Swap USDCZK,Short Swap USDCZK,open_1
2013-08-22,0.15,1.29,-4.347826086956527e-06,-4.888888888888888e-06,6.077
2013-08-23,0.15,1.31,-4.347826086956527e-06,-4.888888888888888e-06,6.0963
2013-08-24,0.15,1.46,-4.347826086956527e-06,-4.888888888888888e-06,6.0963
2013-08-25,0.15,1.46,-4.347826086956527e-06,-4.888888888888888e-06,6.0963
2013-08-26,0.15,1.33,-4.347826086956527e-06,-4.888888888888888e-06,6.01239
2013-08-27,0.15,1.34,-4.347826086956527e-06,-4.888888888888888e-06,6.03462
2013-08-28,0.15,1.34,-1.304347826086958e-05,-1.4666666666666665e-05,6.01154
2013-08-29,0.06,1.32,-7.075471698113209e-06,-4.888888888888888e-06,6.03914
2013-08-30,0.05,1.31,-7.407407407407406e-06,-4.704301075268816e-06,6.0867
2013-08-31,0.15,1.43,-4.347826086956527e-06,-4.888888888888888e-06,6.0867
2013-09-01,0.15,1.43,-4.347826086956527e-06,-4.888888888888888e-06,6.0867
2013-09-02,0.11,1.28,-5.505505505505505e-06,-4.132231404958676e-06,6.1114
2013-09-03,0.25,1.29,-1.7777777777777794e-06,-6.584362139917696e-06,6.08118
2013-09-04,0.05,1.32,-2.2222222222222217e-05,-1.2978142076502729e-05,6.07204
2013-09-05,0.18,1.27,-3.531073446327686e-06,-5.769230769230771e-06,6.06673
2013-09-06,0.18,1.33,-3.531073446327686e-06,-5.769230769230771e-06,6.11331
2013-09-07,0.1,1.44,-5.808080808080805e-06,-3.935185185185183e-06,6.11331
2013-09-08,0.17,1.44,-3.798670465337138e-06,-4.3260473588342426e-06,6.11331
2013-09-09,0.17,1.31,-3.798670465337138e-06,-4.3260473588342426e-06,6.06951
2013-09-10,0.12,1.29,-5.208333333333333e-06,-3.323836657169988e-06,6.00441
2013-09-11,0.15,1.3,-1.304347826086958e-05,-1.4666666666666665e-05,5.91987
2013-09-12,0.15,1.29,-4.347826086956527e-06,-4.888888888888888e-06,5.91101
2013-09-13,0.06,1.4,-7.075471698113209e-06,-4.516711833785004e-06,5.88752
2013-09-14,0.1,1.52,-5.808080808080805e-06,-3.935185185185183e-06,5.88752
2013-09-15,0.15,1.52,-4.347826086956527e-06,-4.888888888888888e-06,5.88752
2013-09-16,0.15,1.43,-4.347826086956527e-06,-4.888888888888888e-06,5.89739
2013-09-17,0.15,1.34,-4.347826086956527e-06,-4.888888888888888e-06,5.91238
2013-09-18,0.15,1.31,-1.304347826086958e-05,-1.4666666666666665e-05,5.90784
2013-09-19,0.06,1.42,-7.075471698113209e-06,-4.3260473588342426e-06,5.81542
2013-09-20,0.15,1.35,-4.347826086956527e-06,-4.888888888888888e-06,5.8255
2013-09-21,0.15,1.4,-4.347826086956527e-06,-4.888888888888888e-06,5.8255
2013-09-22,0.15,1.41,-4.347826086956527e-06,-4.888888888888888e-06,5.8255
2013-09-23,0.15,1.26,-4.347826086956527e-06,-4.888888888888888e-06,5.9234
2013-09-24,0.15,1.34,-4.347826086956527e-06,-4.888888888888888e-06,5.91549
2013-09-25,0.15,1.41,-1.304347826086958e-05,-1.4666666666666665e-05,5.97072
2013-09-26,0.21,1.38,-2.754820936639121e-06,-5.937234944868533e-06,6.00195
2013-09-27,0.15,1.26,-4.347826086956527e-06,-3.935185185185183e-06,5.9789
2013-09-28,0.15,1.44,-4.347826086956527e-06,-4.888888888888888e-06,5.9789
2013-09-29,0.15,1.44,-4.347826086956527e-06,-4.888888888888888e-06,5.9789
2013-09-30,0.15,1.25,-4.347826086956527e-06,-4.888888888888888e-06,5.98444
2013-10-01,0.21,1.24,-2.754820936639121e-06,-5.937234944868533e-06,6.00145
2013-10-02,0.15,1.26,-1.304347826086958e-05,-1.4666666666666665e-05,5.99286
2013-10-03,0.04,1.26,-7.745726495726499e-06,-3.935185185185183e-06,5.9996
2013-10-04,0.15,1.28,-4.347826086956527e-06,-4.888888888888888e-06,5.9488
2013-10-05,0.15,1.38,-4.347826086956527e-06,-4.888888888888888e-06,5.9488
2013-10-06,0.15,1.44,-4.347826086956527e-06,-3.935185185185183e-06,5.9488
2013-10-07,0.1,1.44,-5.808080808080805e-06,-3.935185185185183e-06,5.97118
2013-10-08,0.15,1.42,-4.347826086956527e-06,-4.888888888888888e-06,5.96905
2013-10-09,0.15,1.38,-1.304347826086958e-05,-1.4666666666666665e-05,5.97457
2013-10-10,0.23,1.33,-2.258355916892502e-06,-6.265664160401002e-06,6.00969
2013-10-11,0.15,1.29,-4.347826086956527e-06,-4.888888888888888e-06,6.0298
2013-10-12,0.15,1.46,-4.347826086956527e-06,-4.888888888888888e-06,6.0298
2013-10-13,0.15,1.46,-4.347826086956527e-06,-4.888888888888888e-06,6.0298
2013-10-14,0.15,1.28,-4.347826086956527e-06,-4.888888888888888e-06,5.99158
2013-10-15,0.15,1.4,-4.347826086956527e-06,-4.888888888888888e-06,5.97609
2013-10-16,0.15,1.31,-1.304347826086958e-05,-1.4666666666666665e-05,6.02018
2013-10-17,0.15,1.36,-4.347826086956527e-06,-4.888888888888888e-06,5.98718
2013-10-18,0.25,1.31,-1.7777777777777794e-06,-5.769230769230771e-06,5.93093
2013-10-19,0.15,1.4,-4.347826086956527e-06,-4.888888888888888e-06,5.93093
2013-10-20,0.15,1.41,-4.347826086956527e-06,-4.888888888888888e-06,5.93093
2013-10-21,0.15,1.29,-4.347826086956527e-06,-4.888888888888888e-06,5.90542
2013-10-22,0.15,1.3,-4.347826086956527e-06,-4.888888888888888e-06,5.92183
2013-10-23,0.15,1.3,-1.304347826086958e-05,-1.4666666666666665e-05,5.89678
2013-10-24,0.15,1.27,-4.347826086956527e-06,-4.888888888888888e-06,5.90888
2013-10-25,0.15,1.36,-4.347826086956527e-06,-4.888888888888888e-06,5.89258
2013-10-26,0.15,1.37,-4.347826086956527e-06,-4.888888888888888e-06,5.89258
2013-10-27,0.15,1.38,-4.347826086956527e-06,-4.888888888888888e-06,5.89258
2013-10-28,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.8827
2013-10-29,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.9051
2013-10-30,0.12,1.41,-1.5625e-05,-1.4666666666666665e-05,5.89898
2013-10-31,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.908
2013-11-01,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.955
2013-11-02,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.955
2013-11-03,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.955
2013-11-04,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.96535
2013-11-05,0.12,1.41,-5.208333333333333e-06,-4.888888888888888e-06,5.96415
2013-11-06,0.12,1.41,-1.5625e-05,-1.4666666666666665e-05,5.96708
2013-11-07,0.25,1.37,-1.7777777777777794e-06,-6.584362139917696e-06,5.95456
2013-11-08,0.12,1.37,-5.208333333333333e-06,-4.888888888888888e-06,6.04938
2013-11-09,0.12,1.37,-5.208333333333333e-06,-4.888888888888888e-06,6.04938
2013-11-10,0.12,1.37,-5.208333333333333e-06,-4.888888888888888e-06,6.04938
2013-11-11,0.12,1.37,-5.208333333333333e-06,-4.888888888888888e-06,6.14103
2013-11-12,0.12,1.37,-5.208333333333333e-06,-4.888888888888888e-06,6.1532
2013-11-13,0.12,1.3,-1.5625e-05,-1.4666666666666665e-05,6.19204
2013-11-14,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.16963
2013-11-15,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.15283
2013-11-16,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.15283
2013-11-17,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.15283
2013-11-18,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.11149
2013-11-19,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.1258
2013-11-20,0.1,1.37,-1.666666666666666e-05,-1.2499999999999992e-05,6.09047
2013-11-21,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.13057
2013-11-22,0.12,1.37,-4.960317460317461e-06,-5.11111111111111e-06,6.09803
2013-11-23,0.1,1.48,-5.555555555555554e-06,-4.166666666666664e-06,6.09803
2013-11-24,0.1,1.48,-5.555555555555554e-06,-4.166666666666664e-06,6.09803
2013-11-25,0.1,1.48,-5.555555555555554e-06,-4.166666666666664e-06,6.07123
2013-11-26,0.1,1.31,-5.555555555555554e-06,-4.166666666666664e-06,6.0901
2013-11-27,0.12,1.34,-1.4880952380952384e-05,-1.3661202185792346e-05,6.08361
2013-11-28,0.1,1.44,-5.555555555555554e-06,-5.11111111111111e-06,6.10014
2013-11-29,0.15,1.32,-4.106280193236716e-06,-5.11111111111111e-06,6.08377
2013-11-30,0.15,1.4,-4.106280193236716e-06,-5.11111111111111e-06,6.08377
2013-12-01,0.1,1.4,-5.555555555555554e-06,-5.11111111111111e-06,6.08377
2013-12-02,0.17,1.32,-3.561253561253567e-06,-4.553734061930782e-06,6.11629
2013-12-03,0.06,1.34,-6.81341719077568e-06,-4.361799816345269e-06,6.1206
2013-12-04,0.1,1.4,-1.666666666666666e-05,-1.2499999999999992e-05,6.09959
2013-12-05,0.24,1.32,-1.7921146953405064e-06,-6.633499170812605e-06,6.1431
2013-12-06,0.1,1.46,-5.555555555555554e-06,-4.166666666666664e-06,6.14995
2013-12-07,0.24,1.49,-1.7921146953405064e-06,-6.633499170812605e-06,6.14995
2013-12-08,0.1,1.49,-5.555555555555554e-06,-4.166666666666664e-06,6.14995
2013-12-09,0.1,1.36,-5.555555555555554e-06,-5.11111111111111e-06,6.14411
2013-12-10,0.23,1.4,-2.032520325203254e-06,-6.474519632414371e-06,6.1257
2013-12-11,0.1,1.37,-1.666666666666666e-05,-1.2499999999999992e-05,6.10819
2013-12-12,0.2,1.37,-2.7777777777777805e-06,-5.11111111111111e-06,6.13721
2013-12-13,0.2,1.38,-2.7777777777777805e-06,-5.11111111111111e-06,6.19771
2013-12-14,0.15,1.46,-4.106280193236716e-06,-5.11111111111111e-06,6.19771
2013-12-15,0.17,1.4,-3.561253561253567e-06,-4.553734061930782e-06,6.19771
2013-12-16,0.2,1.38,-2.7777777777777805e-06,-5.11111111111111e-06,6.18704
2013-12-17,0.05,1.36,-7.142857142857142e-06,-3.968253968253966e-06,6.1433
2013-12-18,0.1,1.47,-1.666666666666666e-05,-1.2499999999999992e-05,6.10932
2013-12-19,0.2,1.48,-2.7777777777777805e-06,-5.11111111111111e-06,6.14015
2013-12-20,0.1,1.25,-5.555555555555554e-06,-4.166666666666664e-06,6.1522
2013-12-21,0.11,1.34,-5.255255255255251e-06,-4.361799816345269e-06,6.1522
2013-12-22,0.17,1.34,-3.561253561253567e-06,-4.553734061930782e-06,6.1522
2013-12-23,0.17,1.4,-3.561253561253567e-06,-4.553734061930782e-06,6.15589
2013-12-24,0.2,1.38,-2.7777777777777805e-06,-5.11111111111111e-06,6.1457
2013-12-25,0.17,1.38,-1.06837606837607e-05,-1.3661202185792346e-05,6.1457
2013-12-26,0.1,1.38,-5.555555555555554e-06,-4.166666666666664e-06,6.14376
2013-12-27,0.2,1.38,-2.7777777777777805e-06,-5.11111111111111e-06,6.11576
2013-12-28,0.12,1.39,-4.960317460317461e-06,-6.313131313131314e-06,6.11576
2013-12-29,0.17,1.38,-3.561253561253567e-06,-4.553734061930782e-06,6.11576
2013-12-30,0.17,1.15,-3.561253561253567e-06,-4.553734061930782e-06,6.14479
2013-12-31,0.1,1.27,-5.555555555555554e-06,-4.166666666666664e-06,6.07373
2014-01-01,0.12,1.25,-1.4880952380952384e-05,-1.8939393939393943e-05,6.07373
2014-01-02,0.06,1.3,-6.81341719077568e-06,-3.352490421455936e-06,6.08135
2014-01-03,0.1,1.25,-5.555555555555554e-06,-5.982905982905983e-06,6.15907
2014-01-04,0.18,1.29,-3.295668549905842e-06,-5.642361111111111e-06,6.15907
2014-01-05,0.1,1.29,-5.555555555555554e-06,-4.166666666666664e-06,6.15907
2014-01-06,0.17,1.3,-1.4245014245014257e-06,-4.3260473588342426e-06,6.15843
2014-01-07,0.04,1.05,-7.478632478632477e-06,-3.968253968253966e-06,6.16969
2014-01-08,0.17,1.25,-1.06837606837607e-05,-1.3661202185792346e-05,6.15782
2014-01-09,0.18,1.2,-3.295668549905842e-06,-5.642361111111111e-06,6.1971
2014-01-10,0.1,1.2,-5.555555555555554e-06,-4.166666666666664e-06,6.1649
2014-01-11,0.13,1.32,-4.670599803343174e-06,-6.474519632414371e-06,6.1649
2014-01-12,0.08,1.32,-6.172839506172836e-06,-3.7664783427495287e-06,6.1649
2014-01-13,0.08,1.32,-3.858024691358023e-06,-3.53107344632768e-06,6.13767
2014-01-14,0.12,1.35,-4.960317460317461e-06,-4.166666666666664e-06,6.12
2014-01-15,0.12,1.35,-1.4880952380952384e-05,-1.2499999999999992e-05,6.0986
2014-01-16,0.12,1.3,-2.7281746031746e-06,-3.935185185185183e-06,6.12498
2014-01-17,0.1,1.27,-5.555555555555554e-06,-4.166666666666664e-06,6.18172
2014-01-18,0.08,1.45,-6.172839506172836e-06,-3.7664783427495287e-06,6.18172
2014-01-19,0.17,1.45,-3.561253561253567e-06,-4.553734061930782e-06,6.18172
2014-01-20,0.08,1.35,-3.858024691358023e-06,-4.516711833785004e-06,6.16511
2014-01-21,0.1,1.46,-5.555555555555554e-06,-4.166666666666664e-06,6.1777
2014-01-22,0.08,1.4,-1.8518518518518508e-05,-1.1299435028248586e-05,6.17014
2014-01-23,0.08,1.35,-6.172839506172836e-06,-4.742547425474252e-06,6.1642
2014-01-24,0.1,1.38,-5.555555555555554e-06,-4.166666666666664e-06,6.09
2014-01-25,0.08,1.37,-6.172839506172836e-06,-3.7664783427495287e-06,6.09
2014-01-26,0.17,1.3,-3.561253561253567e-06,-4.553734061930782e-06,6.09
2014-01-27,0.08,1.33,-3.858024691358023e-06,-4.516711833785004e-06,6.13678
2014-01-28,0.1,1.3,-5.555555555555554e-06,-4.166666666666664e-06,6.14599
2014-01-29,0.08,1.39,-1.1574074074074068e-05,-1.059322033898304e-05,6.1285
2014-01-30,0.16,1.38,-3.831417624521074e-06,-5.29100529100529e-06,6.1703
2014-01-31,0.11,1.3,-5.255255255255251e-06,-4.361799816345269e-06,6.2485
2014-02-01,0.14,1.37,-4.385964912280697e-06,-6.633499170812605e-06,6.2485
2014-02-02,0.1,1.4,-5.555555555555554e-06,-4.166666666666664e-06,6.2485
2014-02-03,0.1,1.35,-3.2828282828282822e-06,-3.935185185185183e-06,6.27487
2014-02-04,0.08,1.4,-6.172839506172836e-06,-4.742547425474252e-06,6.28828
2014-02-05,0.18,1.36,-9.887005649717526e-06,-1.6927083333333333e-05,6.28506
2014-02-06,0.04,1.4,-7.478632478632477e-06,-3.352490421455936e-06,6.23367
2014-02-07,0.14,1.42,-4.385964912280697e-06,-6.633499170812605e-06,6.21202
2014-02-08,0.04,1.3,-7.478632478632477e-06,-3.140096618357485e-06,6.21202
2014-02-09,0.1,1.35,-5.555555555555554e-06,-4.166666666666664e-06,6.21202
2014-02-10,0.04,1.3,-5.074786324786325e-06,-3.11302681992337e-06,6.1746
2014-02-11,0.18,1.35,-3.295668549905842e-06,-5.642361111111111e-06,6.12192
2014-02-12,0.1,1.33,-1.666666666666666e-05,-1.2499999999999992e-05,6.12635
2014-02-13,0.1,1.41,-5.555555555555554e-06,-4.166666666666664e-06,6.10896
2014-02-14,0.1,1.42,-5.555555555555554e-06,-4.166666666666664e-06,6.10105
2014-02-15,0.14,1.38,-4.385964912280697e-06,-6.633499170812605e-06,6.10105
2014-02-16,0.1,1.38,-3.2828282828282822e-06,-3.935185185185183e-06,6.10105
2014-02-17,0.05,1.42,-4.761904761904757e-06,-3.323836657169988e-06,6.07194
2014-02-18,0.25,1.41,-1.555555555555557e-06,-5.982905982905983e-06,6.07417
2014-02-19,0.08,1.42,-1.8518518518518508e-05,-1.4227642276422755e-05,6.0361
2014-02-20,0.08,1.25,-6.172839506172836e-06,-4.742547425474252e-06,6.0698
2014-02-21,0.11,1.35,-5.255255255255251e-06,-4.361799816345269e-06,6.09495
2014-02-22,0.05,1.3,-7.142857142857142e-06,-3.7664783427495287e-06,6.09495
2014-02-23,0.08,1.35,-6.172839506172836e-06,-4.742547425474252e-06,6.09495
2014-02-24,0.05,1.35,-4.761904761904757e-06,-3.53107344632768e-06,6.0705
2014-02-25,0.08,1.4,-6.172839506172836e-06,-4.742547425474252e-06,6.0314
2014-02-26,0.2,1.37,-8.33333333333334e-06,-1.533333333333333e-05,6.0423
2014-02-27,0.1,1.35,-5.555555555555554e-06,-4.166666666666664e-06,6.05161
2014-02-28,0.22,1.38,-2.276867030965394e-06,-5.29100529100529e-06,6.04334
2014-03-01,0.05,1.35,-7.142857142857142e-06,-3.7664783427495287e-06,6.04334
2014-03-02,0.08,1.35,-6.172839506172836e-06,-4.742547425474252e-06,6.04334
2014-03-03,0.08,1.37,-3.858024691358023e-06,-4.516711833785004e-06,6.0037
2014-03-04,0.18,1.41,-3.295668549905842e-06,-4.742547425474252e-06,6.0509
2014-03-05,0.18,1.37,-9.887005649717526e-06,-1.4227642276422755e-05,6.01327
2014-03-06,0.18,1.4,-3.295668549905842e-06,-4.742547425474252e-06,5.9903
2014-03-07,0.25,1.38,-1.555555555555557e-06,-5.982905982905983e-06,5.9728
2014-03-08,0.06,1.3,-6.81341719077568e-06,-3.7664783427495287e-06,5.9728
2014-03-09,0.08,1.38,-6.172839506172836e-06,-4.742547425474252e-06,5.9728
2014-03-10,0.22,1.38,-2.2768670309653635e-07,-5.070546737213405e-06,5.97876
2014-03-11,0.1,1.38,-5.555555555555554e-06,-4.166666666666664e-06,5.95645
2014-03-12,0.1,1.41,-1.666666666666666e-05,-1.2499999999999992e-05,5.95491
2014-03-13,0.08,1.39,-6.172839506172836e-06,-4.742547425474252e-06,5.9485
2014-03-14,0.09,1.4,-5.861365953109075e-06,-3.968253968253966e-06,5.97588
2014-03-15,0.14,1.4,-4.385964912280697e-06,-6.633499170812605e-06,5.97588
2014-03-16,0.1,1.35,-5.555555555555554e-06,-4.166666666666664e-06,5.97588
2014-03-17,0.22,1.4,-2.2768670309653635e-07,-5.070546737213405e-06,5.97201
2014-03-18,0.1,1.42,-5.555555555555554e-06,-4.166666666666664e-06,5.95
2014-03-19,0.1,1.4,-1.666666666666666e-05,-1.2499999999999992e-05,5.95382
2014-03-20,0.15,1.4,-4.106280193236716e-06,-5.11111111111111e-06,6.04739
2014-03-21,0.08,1.4,-6.172839506172836e-06,-3.7664783427495287e-06,6.0537
2014-03-22,0.14,1.35,-4.385964912280697e-06,-6.633499170812605e-06,6.0537
2014-03-23,0.1,1.35,-5.555555555555554e-06,-4.166666666666664e-06,6.0537
2014-03-24,0.1,1.35,-3.2828282828282822e-06,-3.935185185185183e-06,6.05
2014-03-25,0.17,1.35,-3.561253561253567e-06,-5.468066491688538e-06,6.01745
2014-03-26,0.17,1.35,-1.06837606837607e-05,-1.3661202185792346e-05,6.03426
2014-03-27,0.25,1.34,-1.555555555555557e-06,-5.29100529100529e-06,6.04987
2014-03-28,0.17,1.38,-3.561253561253567e-06,-4.553734061930782e-06,5.99753
2014-03-29,0.13,1.35,-4.670599803343174e-06,-6.474519632414371e-06,5.99753
2014-03-30,0.08,1.35,-3.858024691358023e-06,-4.516711833785004e-06,5.99753
2014-03-31,0.13,1.3,-2.4582104228121965e-06,-6.265664160401002e-06,6.00605
2014-04-01,0.1,1.4,-5.555555555555554e-06,-4.166666666666664e-06,5.98161
2014-04-02,0.06,1.37,-2.044025157232704e-05,-1.1299435028248586e-05,5.97814
2014-04-03,0.2,1.37,-2.7777777777777805e-06,-5.11111111111111e-06,5.97245
2014-04-04,0.09,1.39,-5.861365953109075e-06,-3.968253968253966e-06,6.00711
2014-04-05,0.13,1.4,-4.670599803343174e-06,-6.474519632414371e-06,6.00711
2014-04-06,0.1,1.4,-3.2828282828282822e-06,-3.935185185185183e-06,6.00711
2014-04-07,0.2,1.38,-6.944444444444481e-07,-4.888888888888888e-06,5.99482
2014-04-08,0.08,1.38,-6.172839506172836e-06,-3.7664783427495287e-06,5.9887
2014-04-09,0.09,1.4,-1.7584097859327226e-05,-1.19047619047619e-05,5.97329
2014-04-10,0.08,1.42,-6.172839506172836e-06,-4.742547425474252e-06,5.937
2014-04-11,0.09,1.45,-5.861365953109075e-06,-3.968253968253966e-06,5.92362
2014-04-12,0.14,1.4,-4.385964912280697e-06,-6.633499170812605e-06,5.92362
2014-04-13,0.14,1.4,-2.192982456140345e-06,-6.42620232172471e-06,5.92362
2014-04-14,0.2,1.4,-6.944444444444481e-07,-4.888888888888888e-06,5.94119
2014-04-15,0.3,1.45,-4.273504273504259e-07,-8.888888888888887e-06,5.96257
2014-04-16,0.13,1.45,-1.401179941002952e-05,-1.1299435028248586e-05,5.94793
2014-04-17,0.12,1.5,-4.960317460317461e-06,-3.140096618357485e-06,5.97116
2014-04-18,0.1,1.42,-5.555555555555554e-06,-4.166666666666664e-06,5.98447
2014-04-19,0.14,1.42,-4.385964912280697e-06,-6.633499170812605e-06,5.98447
2014-04-20,0.17,1.42,-3.561253561253567e-06,-4.553734061930782e-06,5.98447
2014-04-21,0.13,1.42,-2.4582104228121965e-06,-2.89855072463768e-06,5.9831
2014-04-22,0.25,1.55,4.444444444444449e-07,-5.769230769230771e-06,5.98635
2014-04-23,0.1,1.4,-1.666666666666666e-05,-1.2499999999999992e-05,5.97948
2014-04-24,0.09,1.35,-5.861365953109075e-06,-3.968253968253966e-06,5.98629
2014-04-25,0.09,1.35,-5.861365953109075e-06,-3.968253968253966e-06,5.99169
2014-04-26,0.13,1.35,-7.37463126843659e-07,-4.968383017163505e-06,5.99169
2014-04-27,0.15,1.35,-2.415458937198054e-07,-4.591368227731864e-06,5.99169
2014-04-28,0.2,1.45,-6.944444444444481e-07,-6.584362139917696e-06,6.01362
2014-04-29,0.1,1.4,-5.555555555555554e-06,-4.166666666666664e-06,5.99145
2014-04-30,0.12,1.45,-2.9761904761904657e-06,-1.4344262295081964e-05,6.00522
2014-05-01,0.08,1.5,-2.0576131687242766e-06,-4.001883239171374e-06,5.94019
2014-05-02,0.12,1.5,-9.920634920634886e-07,-4.781420765027321e-06,5.94875
2014-05-03,0.08,1.35,-2.0576131687242766e-06,-4.001883239171374e-06,5.94875
2014-05-04,0.17,1.35,-1.4245014245014257e-06,-4.3260473588342426e-06,5.94875
2014-05-05,0.11,1.4,-3.003003003002997e-06,-4.132231404958676e-06,5.93868
2014-05-06,0.15,1.43,-2.415458937198054e-07,-4.398148148148148e-06,5.95168
2014-05-07,0.11,1.35,-1.5765765765765755e-05,-1.3085399449035808e-05,5.92345
2014-05-08,0.1,1.3,-1.5151515151515125e-06,-4.398148148148148e-06,5.90499
2014-05-09,0.1,1.4,-1.5151515151515125e-06,-4.398148148148148e-06,5.89583
2014-05-10,0.23,1.41,1.580849141824754e-06,-6.683375104427735e-06,5.89583
2014-05-11,0.17,1.3,-1.4245014245014257e-06,-4.3260473588342426e-06,5.89583
2014-05-12,0.1,1.41,-3.2828282828282822e-06,-3.935185185185183e-06,5.91022
2014-05-13,0.1,1.45,-5.555555555555554e-06,-4.166666666666664e-06,5.91771
2014-05-14,0.1,1.5,-1.666666666666666e-05,-1.2499999999999992e-05,5.91327
2014-05-15,0.2,1.5,-2.7777777777777805e-06,-5.11111111111111e-06,5.92093
2014-05-16,0.1,1.45,-5.555555555555554e-06,-4.166666666666664e-06,5.94406
2014-05-17,0.06,1.3,-6.81341719077568e-06,-3.7664783427495287e-06,5.94406
2014-05-18,0.1,1.3,-1.5151515151515125e-06,-4.398148148148148e-06,5.94406
2014-05-19,0.1,1.45,-3.2828282828282822e-06,-3.935185185185183e-06,5.93035
2014-05-20,0.2,1.4,-2.7777777777777805e-06,-5.11111111111111e-06,5.92913
2014-05-21,0.2,1.35,-8.33333333333334e-06,-1.533333333333333e-05,5.95639
2014-05-22,0.2,1.43,-2.7777777777777805e-06,-5.11111111111111e-06,5.94794
2014-05-23,0.2,1.32,-2.7777777777777805e-06,-5.11111111111111e-06,5.95328
2014-05-24,0.06,1.4,-6.81341719077568e-06,-3.7664783427495287e-06,5.95328
2014-05-25,0.13,1.3,-2.4582104228121965e-06,-6.265664160401002e-06,5.95328
2014-05-26,0.25,1.32,4.444444444444449e-07,-5.2493438320209976e-06,5.9643
2014-05-27,0.2,1.4,-2.7777777777777805e-06,-5.11111111111111e-06,5.95473
2014-05-28,0.2,1.52,-8.33333333333334e-06,-1.533333333333333e-05,5.95285
2014-05-29,0.2,1.58,-2.7777777777777805e-06,-5.11111111111111e-06,5.95705
2014-05-30,0.22,1.5,-2.276867030965394e-06,-5.29100529100529e-06,5.96399
2014-05-31,0.13,1.4,-4.670599803343174e-06,-6.474519632414371e-06,5.96399
2014-06-01,0.17,1.4,-3.561253561253567e-06,-4.553734061930782e-06,5.96399
2014-06-02,0.09,1.45,-3.567787971457693e-06,-3.734827264239028e-06,5.97826
2014-06-03,0.2,1.4,9.259259259259256e-07,-5.333333333333331e-06,5.98967
2014-06-04,0.1,1.45,-4.545454545454537e-06,-1.3194444444444444e-05,6.004
2014-06-05,0.2,1.4,9.259259259259256e-07,-5.333333333333331e-06,5.99879
2014-06-06,0.2,1.4,-2.7777777777777805e-06,-5.11111111111111e-06,5.9785
2014-06-07,0.13,1.4,-7.37463126843659e-07,-6.683375104427735e-06,5.9785
2014-06-08,0.07,1.4,-6.4901349948078894e-06,-4.553734061930782e-06,5.9785
2014-06-09,0.2,1.45,-6.944444444444481e-07,-4.888888888888888e-06,5.94511
2014-06-10,0.08,1.45,-2.0576131687242766e-06,-4.001883239171374e-06,5.97054
2014-06-11,0.2,1.45,-8.33333333333334e-06,-1.533333333333333e-05,5.97995
2014-06-12,0.2,1.5,9.259259259259256e-07,-5.333333333333331e-06,5.99117
2014-06-13,0.06,1.4,-2.620545073375261e-06,-4.001883239171374e-06,5.98332
2014-06-14,0.13,1.4,-7.37463126843659e-07,-6.683375104427735e-06,5.98332
2014-06-15,0.17,1.4,-1.4245014245014257e-06,-4.3260473588342426e-06,5.98332
2014-06-16,0.13,1.45,-2.4582104228121965e-06,-3.53107344632768e-06,5.99408
2014-06-17,0.2,1.5,9.259259259259256e-07,-5.333333333333331e-06,5.98755
2014-06-18,0.2,1.44,-8.33333333333334e-06,-1.533333333333333e-05,6.00193
2014-06-19,0.2,1.43,9.259259259259256e-07,-5.333333333333331e-06,6.0081
2014-06-20,0.11,1.45,-1.2512512512512449e-06,-4.591368227731864e-06,6.11793
2014-06-21,0.14,1.35,-4.873294346978511e-07,-6.840796019900499e-06,6.11793
2014-06-22,0.07,1.35,-6.4901349948078894e-06,-4.553734061930782e-06,6.11793
2014-06-23,0.22,1.35,-2.2768670309653635e-07,-5.070546737213405e-06,6.12302
2014-06-24,0.1,1.38,-5.555555555555554e-06,-4.166666666666664e-06,6.10855
2014-06-25,0.24,1.38,-5.37634408602152e-06,-1.990049751243781e-05,6.10758
2014-06-26,0.2,1.25,-2.7777777777777805e-06,-5.11111111111111e-06,6.13032
2014-06-27,0.2,1.4,-2.7777777777777805e-06,-5.11111111111111e-06,6.1272
2014-06-28,0.14,1.4,-2.436647173489225e-07,-6.840796019900499e-06,6.1272
2014-06-29,0.14,1.4,-2.192982456140345e-06,-6.42620232172471e-06,6.1272
2014-06-30,0.12,1.4,-2.7281746031746e-06,-3.323836657169988e-06,6.12835
2014-07-01,0.06,1.4,-2.358490566037732e-06,-4.591368227731864e-06,6.13226
2014-07-02,0.2,1.36,3.4722222222222283e-06,-1.5999999999999992e-05,6.16429
